ts_ms,oi
1707397200000,61880.27
1707400800000,62070.883
1707404400000,62752.669
1707408000000,62990.908
1707411600000,62155.839
1707415200000,62203.722
1707418800000,62786.554
1707422400000,62112.156
1707426000000,61263.619
1707429600000,60841.662
1707433200000,61063.267
1707436800000,61027.805
1707440400000,61210.559
1707444000000,61295.581
1707447600000,59578.22
1707451200000,60236.328
1707454800000,59586.244
1707458400000,59693.283
1707462000000,59912.143
1707465600000,59888.068
1707469200000,59910.076
1707472800000,60270.021
1707476400000,60513.277
1707480000000,61001.432
1707483600000,60037.167
1707487200000,60404.614
1707490800000,59705.539
1707494400000,60203.01
1707498000000,60455.397
1707501600000,60282.311
1707505200000,58512.477
1707508800000,58583.495
1707512400000,58341.037
1707516000000,57910.593
1707519600000,57639.768
1707523200000,57939.289
1707526800000,58009.534
1707530400000,57774.516
1707534000000,57533.721
1707537600000,57121.643
1707541200000,57266.209
1707544800000,57527.82
1707548400000,57724.511
1707552000000,58011.812
1707555600000,58662.998
1707559200000,58982.251
1707562800000,59541.912
1707566400000,59502.652
1707570000000,59491.374
1707573600000,59340.389
1707577200000,59300.139
1707580800000,59369.184
1707584400000,59296.909
1707588000000,59184.613
1707591600000,59184.365
1707595200000,58447.053
1707598800000,58139.592
1707602400000,58331.159
1707606000000,58583.392
1707609600000,58797.208
1707613200000,59064.514
1707616800000,58976.021
1707620400000,59104.652
1707624000000,58686.362
1707627600000,59058.602
1707631200000,58890.154
1707634800000,58939.318
1707638400000,58960.188
1707642000000,58933.381
1707645600000,59360.748
1707649200000,58951.44
1707652800000,59532.146
1707656400000,59848.668
1707660000000,59408.125
1707663600000,59703.251
1707667200000,59711.33
1707670800000,59549.502
1707674400000,59246.659
1707678000000,58999.782
1707681600000,59231.798
1707685200000,59440.626
1707688800000,59660.651
1707692400000,59468.583
1707696000000,59689.399
1707699600000,60413.695
1707703200000,60515.868
1707706800000,60043.403
1707710400000,60504.656
1707714000000,60467.36
1707717600000,60586.778
1707721200000,59904.428
1707724800000,59881.037
1707728400000,60151.005
1707732000000,60509.291
1707735600000,60841.899
1707739200000,61432.415
1707742800000,61526.996
1707746400000,61759.622
1707750000000,62905.94
1707753600000,63116.03
1707757200000,63451.189
1707760800000,62907.197
1707764400000,62933.458
1707768000000,62467.557
1707771600000,62293.579
1707775200000,61997.62
1707778800000,62197.738
1707782400000,62240.683
1707786000000,62539.582
1707789600000,62472.281
1707793200000,62056.717
1707796800000,61797.742
1707800400000,62024.266
1707804000000,61877.488
1707807600000,62102.255
1707811200000,62639.469
1707814800000,63098.862
1707818400000,63035.754
1707822000000,61754.614
1707825600000,61542.003
1707829200000,61724.939
1707832800000,61051.225
1707836400000,60686.436
1707840000000,61525.776
1707843600000,61885.484
1707847200000,62255.512
1707850800000,62668.405
1707854400000,62447.572
1707858000000,61298.665
1707861600000,60663.406
1707865200000,60321.507
1707868800000,59962.329
1707872400000,60007.249
1707876000000,59897.806
1707879600000,59726.562
1707883200000,59788.614
1707886800000,59515.908
1707890400000,59809.761
1707894000000,59932.1
1707897600000,59863.541
1707901200000,59563.184
1707904800000,59671.437
1707908400000,60047.589
1707912000000,60303.625
1707915600000,60457.212
1707919200000,60892.734
1707922800000,61439.861
1707926400000,61556.893
1707930000000,60998.521
1707933600000,61091.089
1707937200000,61301.558
1707940800000,60746.847
1707944400000,60900.903
1707948000000,60519.516
1707951600000,60671.816
1707955200000,60777.621
1707958800000,60779.999
1707962400000,61087.97
1707966000000,60863.417
1707969600000,61087.326
1707973200000,60866.593
1707976800000,60407.831
1707980400000,60936.694
1707984000000,61343.026
1707987600000,61372.884
1707991200000,61629.03
1707994800000,61582.628
1707998400000,61652.208
1708002000000,62361.39
1708005600000,62965.239
1708009200000,62799.774
1708012800000,61234.874
1708016400000,61993.802
1708020000000,60518.981
1708023600000,60498.236
1708027200000,60706.413
1708030800000,59479.141
1708034400000,58848.985
1708038000000,58826.831
1708041600000,58965.252
1708045200000,59072.565
1708048800000,59358.192
1708052400000,59720.557
1708056000000,59589.169
1708059600000,59497.983
1708063200000,59508.123
1708066800000,59581.428
1708070400000,59956.138
1708074000000,60374.845
1708077600000,60526.145
1708081200000,59835.656
1708084800000,59843.796
1708088400000,60180.053
1708092000000,60279.273
1708095600000,60621.043
